file,id,route,timeofday,frameIndex
train_18710,21052,Saitama,day,166
train_04836,11693,Saitama,day,167
train_16187,9772,Saitama,day,168
train_18043,14114,Saitama,day,169
train_15622,9662,Saitama,day,170
train_16371,16126,Saitama,day,171
train_01333,2464,Saitama,day,172
train_07582,13673,Saitama,day,173
train_09469,18905,Saitama,day,174
train_10477,11753,Saitama,day,175
train_12518,19762,Saitama,day,176
train_11434,8036,Saitama,day,177
train_12729,3125,Saitama,day,178
train_12859,8299,Saitama,day,179
train_15462,14505,Saitama,day,180
train_15233,19835,Saitama,day,181
train_13819,11760,Saitama,day,182
train_17801,16299,Saitama,day,183
train_09931,3240,Saitama,day,184
train_11421,13382,Saitama,day,185
train_05954,3292,Saitama,day,186
train_10605,4947,Saitama,day,187
train_04202,5986,Saitama,day,188
train_07318,15542,Saitama,day,189
train_04333,5302,Saitama,day,190
train_19515,11468,Saitama,day,191
train_10514,12275,Saitama,day,192
train_14957,3272,Saitama,day,193
train_13654,4310,Saitama,day,194
train_18533,15716,Saitama,day,195
train_12481,5158,Saitama,day,196
train_11783,1001,Saitama,day,197
train_00092,1360,Saitama,day,198
train_04222,9268,Saitama,day,199
train_17840,17527,Saitama,day,200
train_05030,5024,Saitama,day,201
train_15521,16624,Saitama,day,202
train_19735,12321,Saitama,day,203
train_14388,18050,Saitama,day,204
train_20898,11568,Saitama,day,205
train_05988,8261,Saitama,day,206
train_10302,16660,Saitama,day,207
train_09467,12589,Saitama,day,208
train_11236,8927,Saitama,day,209
train_17931,11209,Saitama,day,210
train_00328,20902,Saitama,day,211
train_12032,16288,Saitama,day,212
train_17677,5977,Saitama,day,213
train_03503,7699,Saitama,day,214
train_10276,18506,Saitama,day,215
train_13491,3213,Saitama,day,216
train_03986,14372,Saitama,day,217
train_03824,1071,Saitama,day,218
train_07542,16529,Saitama,day,219
train_07536,14795,Saitama,day,220
train_07823,12705,Saitama,day,221
train_07841,2231,Saitama,day,542
train_20861,11150,Saitama,day,543
train_12247,13190,Saitama,day,544
train_03401,14854,Saitama,day,545
train_02366,20314,Saitama,day,546
train_14020,1255,Saitama,day,547
train_08548,6134,Saitama,day,548
train_12428,8098,Saitama,day,549
train_07145,2916,Saitama,day,550
train_11034,13753,Saitama,day,551
train_00852,11552,Saitama,day,552
train_14554,16456,Saitama,day,553
train_15359,5470,Saitama,day,554
train_17102,15530,Saitama,day,555
train_02221,9178,Saitama,day,556
train_20017,7997,Saitama,day,557
train_13706,2626,Saitama,day,558
train_05051,20502,Saitama,day,559
train_16437,4164,Saitama,day,560
train_02020,17809,Saitama,day,561
train_09012,1009,Saitama,day,562
train_17549,11325,Saitama,day,563
train_16677,8084,Saitama,day,564
train_15560,7942,Saitama,day,565
train_03215,9644,Saitama,day,566
train_01346,2048,Saitama,day,567
train_03846,3680,Saitama,day,568
train_06036,10258,Saitama,day,569
train_00282,3146,Saitama,day,570
train_16551,3399,Saitama,day,571
train_04453,9688,Saitama,day,572
train_04120,12314,Saitama,day,573
train_03055,12563,Saitama,day,574
train_14153,10618,Saitama,day,575
train_08995,16272,Saitama,day,576
train_04304,7158,Saitama,day,577
train_16849,18848,Saitama,day,578
train_02541,986,Saitama,day,579
train_17167,14090,Saitama,day,580
train_14524,2596,Saitama,day,581
train_10845,2375,Saitama,day,582
train_20698,9600,Saitama,day,583
train_09838,9114,Saitama,day,584
train_13530,13247,Saitama,day,585
train_19123,6971,Saitama,day,586
train_17318,14818,Saitama,day,587
train_07412,12787,Saitama,day,588
train_00077,11163,Saitama,day,589
train_05403,19199,Saitama,day,590
train_20993,18944,Saitama,day,591
train_09945,14643,Saitama,day,592
train_17467,15914,Saitama,day,593
train_15415,2162,Saitama,day,594
train_01492,15711,Saitama,day,595
train_20514,4860,Saitama,day,596
train_15470,17346,Saitama,day,597
train_04596,16876,Saitama,day,598
train_00937,17258,Saitama,day,599
train_19925,6236,Saitama,day,600
train_17932,8975,Saitama,day,601
train_13523,537,Saitama,day,602
train_16033,4529,Saitama,day,603
train_09263,6065,Saitama,day,604
train_06188,16979,Saitama,day,605
train_13640,20464,Saitama,day,606
train_13898,17120,Saitama,day,607
train_05007,7475,Saitama,day,608
train_15586,7756,Saitama,day,609
train_08501,9944,Saitama,day,610
train_17959,3374,Saitama,day,611
train_01373,9892,Saitama,day,612
train_15758,16743,Saitama,day,613
train_06312,7096,Saitama,day,614
train_09293,7630,Saitama,day,615
train_19525,14183,Saitama,day,616
train_06264,16945,Saitama,day,617
train_13684,17058,Saitama,day,618
train_15838,10182,Saitama,day,619
train_07339,949,Saitama,day,620
train_16019,16275,Saitama,day,621
train_12742,18613,Saitama,day,622
train_03965,15281,Saitama,day,623
train_04271,5873,Saitama,day,624
train_05203,19055,Saitama,day,625
train_10304,14820,Saitama,day,626
train_13281,9314,Saitama,day,627
train_18787,17166,Saitama,day,628
train_14157,7887,Saitama,day,629
train_03240,16735,Saitama,day,630
train_10759,15121,Saitama,day,631
train_21067,6583,Saitama,day,632
train_00275,106,Saitama,day,633
train_09809,17801,Saitama,day,634
train_07263,14552,Saitama,day,635
train_00970,13569,Saitama,day,636
train_19987,1725,Saitama,day,637
train_17189,6605,Saitama,day,638
train_06211,11004,Saitama,day,639
train_00156,1168,Saitama,day,640
train_04708,6609,Saitama,day,641
train_20482,4859,Saitama,day,642
train_02663,12396,Saitama,day,643
train_10226,14575,Saitama,day,644
train_15229,12271,Saitama,day,645
train_09166,15259,Saitama,day,646
train_13589,6825,Saitama,day,647
train_18711,14353,Saitama,day,648
train_10913,13433,Saitama,day,649
train_16607,14738,Saitama,day,650
train_03644,5378,Saitama,day,651
train_05481,7493,Saitama,day,652
train_07630,17005,Saitama,day,653
train_17580,2070,Saitama,day,654
train_14304,19858,Saitama,day,655
train_18422,15312,Saitama,day,656
train_12938,10668,Saitama,day,657
train_00814,17362,Saitama,day,658
train_19036,9789,Saitama,day,659
train_08450,4962,Saitama,day,660
train_02160,15271,Saitama,day,661
train_17490,12220,Saitama,day,662
train_04859,17662,Saitama,day,663
train_04027,13397,Saitama,day,664
train_07279,1787,Saitama,day,665
train_03383,19559,Saitama,day,666
train_04012,9897,Saitama,day,667
train_14018,2949,Saitama,day,668
train_17236,8414,Saitama,day,669
train_01398,12634,Saitama,day,670
train_07332,1720,Saitama,day,671
train_03354,13518,Saitama,day,672
train_16406,13185,Saitama,day,673
train_12814,11288,Saitama,day,674
train_09237,19433,Saitama,day,675
train_07298,479,Saitama,day,676
train_20417,13309,Saitama,day,677
train_05303,20003,Saitama,day,678
train_10738,8701,Saitama,day,679
train_07112,14277,Saitama,day,680
train_19868,17657,Saitama,day,681
train_17484,4317,Saitama,day,682
train_04569,15533,Saitama,day,683
train_18175,4043,Saitama,day,684
train_13964,5406,Saitama,day,685
train_01622,12014,Saitama,day,686
train_05925,15262,Saitama,day,687
train_07594,15910,Saitama,day,688
train_00720,9278,Saitama,day,689
train_05667,950,Saitama,day,690
train_09595,8321,Saitama,day,691
train_13348,67,Saitama,day,692
train_17969,12374,Saitama,day,693
train_06047,18680,Saitama,day,694
train_21117,11146,Saitama,day,695
train_01347,18803,Saitama,day,696
train_16287,13644,Saitama,day,697
train_09040,13189,Saitama,day,698
train_18613,3793,Saitama,day,699
train_06565,16180,Saitama,day,700
train_16249,11203,Saitama,day,701
train_00731,2310,Saitama,day,702
train_16507,17686,Saitama,day,703
train_17450,4829,Saitama,day,704
train_14844,10974,Saitama,day,705
train_11683,12195,Saitama,day,706
train_03277,6196,Saitama,day,707
train_09069,7321,Saitama,day,708
train_13616,9566,Saitama,day,709
train_14959,7592,Saitama,day,710
train_12218,6371,Saitama,day,711
train_01115,7704,Saitama,day,712
train_15478,13615,Saitama,day,713
train_08594,19187,Saitama,day,714
train_11932,9343,Saitama,day,715
train_08306,7011,Saitama,day,716
train_17363,5752,Saitama,day,717
train_03571,929,Saitama,day,718
train_14629,19252,Saitama,day,719
train_12847,5579,Saitama,day,720
train_04999,21172,Saitama,day,721
train_12507,14709,Saitama,day,722
train_04067,7329,Saitama,day,723
train_04771,10478,Saitama,day,724
train_07805,5737,Saitama,day,725
train_11869,14009,Saitama,day,726
train_04040,8417,Saitama,day,727
train_19843,12693,Saitama,day,728
train_00471,20023,Saitama,day,729
train_01841,19026,Saitama,day,730
train_05779,13937,Saitama,day,731
train_06059,16512,Saitama,day,732
train_13319,13998,Saitama,day,733
train_05120,19985,Saitama,day,734
train_00592,17721,Saitama,day,735
train_20649,12004,Saitama,day,736
train_17892,1570,Saitama,day,737
train_20632,17609,Saitama,day,738
train_14918,19683,Saitama,day,739
train_09655,11784,Saitama,day,740
train_17230,2594,Saitama,day,741
train_08702,18160,Saitama,day,742
train_11885,7366,Saitama,day,743
train_11140,852,Saitama,day,744
train_09828,10912,Saitama,day,745
train_03129,19287,Saitama,day,746
train_11598,2737,Saitama,day,747
train_03747,2198,Saitama,day,748
train_06091,6762,Saitama,day,749
train_14854,216,Saitama,day,750
train_15893,13688,Saitama,day,751
train_01877,1122,Saitama,day,752
train_04815,11673,Saitama,day,753
train_01580,20326,Saitama,day,754
train_20464,11299,Saitama,day,755
train_20561,5727,Saitama,day,756
train_01144,17428,Saitama,day,757
train_01367,4789,Saitama,day,758
train_16556,8426,Saitama,day,760
train_03463,1827,Saitama,day,761
train_01305,7832,Saitama,day,762
train_13859,19793,Saitama,day,763
train_15347,15425,Saitama,day,764
train_03848,11964,Saitama,day,765
train_07688,8878,Saitama,day,766
train_00368,19699,Saitama,day,767
train_17305,1455,Saitama,day,768
train_16042,4442,Saitama,day,769
train_05044,2718,Saitama,day,770
train_10049,7671,Saitama,day,771
train_06458,19025,Saitama,day,772
train_10673,10698,Saitama,day,773
train_10574,7701,Saitama,day,774
train_11550,11024,Saitama,day,775
train_10508,1845,Saitama,day,776
train_15463,13906,Saitama,day,777
train_19292,20707,Saitama,day,778
train_11596,3175,Saitama,day,779
train_20763,6321,Saitama,day,780
train_16597,20208,Saitama,day,781
train_14862,4611,Saitama,day,782
train_20218,14208,Saitama,day,783
train_12636,12188,Saitama,day,784
train_12477,5370,Saitama,day,785
train_06499,15471,Saitama,day,786
train_04310,15718,Saitama,day,787
train_02625,10230,Saitama,day,788
train_07364,2796,Saitama,day,789
train_16686,2909,Saitama,day,790
train_03589,20016,Saitama,day,791
train_09782,10453,Saitama,day,792
train_00681,8615,Saitama,day,793
train_14772,8730,Saitama,day,794
train_18679,3392,Saitama,day,795
train_19623,16291,Saitama,day,796
train_16492,12348,Saitama,day,797
train_06889,20469,Saitama,day,798
train_11456,19962,Saitama,day,799
train_10283,18605,Saitama,day,800
train_14384,16726,Saitama,day,801
train_15766,17560,Saitama,day,802
train_16400,15774,Saitama,day,803
train_20639,7162,Saitama,day,804
train_18572,16019,Saitama,day,805
train_21068,2376,Saitama,day,806
train_13390,15096,Saitama,day,938
train_20805,42,Saitama,day,939
train_04647,15330,Saitama,day,940
train_17956,11472,Saitama,day,941
train_17438,4068,Saitama,day,942
train_14653,15761,Saitama,day,943
train_18529,8146,Saitama,day,944
train_10032,6128,Saitama,day,945
train_17701,11835,Saitama,day,946
train_17602,13549,Saitama,day,947
train_06823,15890,Saitama,day,948
train_06333,2951,Saitama,day,949
train_14356,12319,Saitama,day,950
train_06970,5936,Saitama,day,951
train_14126,7571,Saitama,day,952
train_07892,3997,Saitama,day,953
train_09236,17256,Saitama,day,954
train_01386,11161,Saitama,day,955
train_04525,8780,Saitama,day,956
train_10446,17916,Saitama,day,957
train_03608,10347,Saitama,day,958
train_15139,9385,Saitama,day,959
train_00189,9913,Saitama,day,960
train_01432,11606,Saitama,day,961
train_21221,17823,Saitama,day,962
train_06146,13653,Saitama,day,963
train_02774,11330,Saitama,day,964
train_05895,632,Saitama,day,965
train_15166,11422,Saitama,day,966
train_09437,18692,Saitama,day,967
train_00939,19639,Saitama,day,968
train_17637,14922,Saitama,day,969
train_14756,2605,Saitama,day,970
train_08975,172,Saitama,day,971
train_19655,10433,Saitama,day,972
train_15949,20846,Saitama,day,973
train_03557,6342,Saitama,day,974
train_15254,4324,Saitama,day,975
train_16692,5128,Saitama,day,976
train_02205,17308,Saitama,day,977
train_10262,13414,Saitama,day,978
train_12110,8253,Saitama,day,979
train_01785,11853,Saitama,day,980
train_05868,19142,Saitama,day,981
train_17486,4226,Saitama,day,982
train_07604,17402,Saitama,day,983
train_16615,16077,Saitama,day,984
train_12943,9080,Saitama,day,985
train_11603,16510,Saitama,day,986
train_12164,14403,Saitama,day,987
train_03481,3893,Saitama,day,988
train_07090,13015,Saitama,day,989
train_05571,6775,Saitama,day,990
train_12094,15771,Saitama,day,991
train_10523,21197,Saitama,day,992
train_11568,4501,Saitama,day,993
train_09389,17904,Saitama,day,994
train_15270,5336,Saitama,day,995
train_10579,3350,Saitama,day,996
train_09716,19100,Saitama,day,997
train_08665,2789,Saitama,day,998
train_18238,14126,Saitama,day,999
train_07063,10719,Saitama,day,1000
train_15548,20663,Saitama,day,1001
train_01835,15622,Saitama,day,1002
train_14406,17448,Saitama,day,1003
train_04121,2725,Saitama,day,1006
train_04198,7212,Saitama,day,1007
train_08048,19659,Saitama,day,1008
train_20264,18088,Saitama,day,1009
train_17129,2101,Saitama,day,1010
train_17360,13496,Saitama,day,1011
train_06101,16384,Saitama,day,1012
train_15474,697,Saitama,day,1013
train_13561,7322,Saitama,day,1014
train_10106,3911,Saitama,day,1015
train_00116,16263,Saitama,day,1016
train_16499,16906,Saitama,day,1017
train_04793,7003,Saitama,day,1018
train_02040,7410,Saitama,day,1019
train_11336,11539,Saitama,day,1020
train_11282,10093,Saitama,day,1021
train_10571,20691,Saitama,day,1022
train_17112,2983,Saitama,day,1023
train_18034,14771,Saitama,day,1024
train_12148,5487,Saitama,day,1025
train_09526,7093,Saitama,day,1026
train_07913,1872,Saitama,day,1027
train_11479,10243,Saitama,day,1028
train_05302,6851,Saitama,day,1029
train_11651,18294,Saitama,day,1030
train_13478,16885,Saitama,day,1031
train_15422,20509,Saitama,day,1032
train_00638,16163,Saitama,day,1033
train_17285,17174,Saitama,day,1034
train_12323,14784,Saitama,day,1035
train_01831,9103,Saitama,day,1036
train_11767,16027,Saitama,day,1037
train_12952,8646,Saitama,day,1038
train_03214,18315,Saitama,day,1039
train_05220,12718,Saitama,day,1040
train_01768,19570,Saitama,day,1041
train_04421,13617,Saitama,day,1042
train_20856,5043,Saitama,day,1043
train_12355,18975,Saitama,day,1044
train_04160,18087,Saitama,day,1045
train_07290,13311,Saitama,day,1046
train_04209,7134,Saitama,day,1047
train_19500,6764,Saitama,day,1048
train_16510,12862,Saitama,day,1049
train_20025,7539,Saitama,day,1050
train_20832,19599,Saitama,day,1051
train_14530,12116,Saitama,day,1052
train_01454,14363,Saitama,day,1053
train_09747,1323,Saitama,day,1054
train_11985,10979,Saitama,day,1055
train_16504,12351,Saitama,day,1056
train_11943,7058,Saitama,day,1057
train_19328,20402,Saitama,day,1058
train_13563,1358,Saitama,day,1059
train_19499,17713,Saitama,day,1060
train_14359,12050,Saitama,day,1061
train_05659,20020,Saitama,day,1062
train_18574,6420,Saitama,day,1063
train_10211,3001,Saitama,day,1064
train_06686,16389,Saitama,day,1065
train_06731,8725,Saitama,day,1066
train_20974,20179,Saitama,day,1067
train_08678,4413,Saitama,day,1068
train_05936,16125,Saitama,day,1069
train_18923,16517,Saitama,day,1070
train_00034,3698,Saitama,day,1071
train_08301,9975,Saitama,day,1072
train_00148,20590,Saitama,day,1073
train_20827,13793,Saitama,day,1074
train_16096,6820,Saitama,day,1075
train_18113,7102,Saitama,day,1076
train_10654,19239,Saitama,day,1077
train_03336,8606,Saitama,day,1078
train_20592,18493,Saitama,day,1079
train_19861,11591,Saitama,day,1080
train_10442,16286,Saitama,day,1081
train_04773,7439,Saitama,day,1082
train_19919,331,Saitama,day,1083
train_07371,8674,Saitama,day,1084
train_07457,20483,Saitama,day,1085
train_18367,13329,Saitama,day,1086
train_04326,17394,Saitama,day,1087
train_01693,14584,Saitama,day,1088
train_02374,2202,Saitama,day,1089
train_03799,14335,Saitama,day,1090
train_04181,19115,Saitama,day,1091
train_14090,11179,Saitama,day,1092
train_14004,10793,Saitama,day,1093
train_01641,20390,Saitama,day,1094
train_17011,13888,Saitama,day,1095
train_08140,8395,Saitama,day,1096
train_08201,5786,Saitama,day,1097
train_18978,21218,Saitama,day,1098
train_15340,17329,Saitama,day,1099
train_11676,5184,Saitama,day,1100
train_11552,12107,Saitama,day,1101
train_08406,14772,Saitama,day,1102
train_03247,3951,Saitama,day,1103
train_17114,13531,Saitama,day,1104
train_10161,15951,Saitama,day,1105
train_10693,14043,Saitama,day,1106
train_02687,20886,Saitama,day,1107
train_01423,15094,Saitama,day,1108
train_04539,10474,Saitama,day,1109
train_05783,8386,Saitama,day,1110
train_07838,21036,Saitama,day,1111
train_10210,10036,Saitama,day,1112
train_10452,20567,Saitama,day,1113
train_18007,7683,Saitama,day,1114
train_02505,8882,Saitama,day,1115
train_03130,5623,Saitama,day,1116
train_01015,13039,Saitama,day,1117
train_01478,2732,Saitama,day,1118
train_16364,11773,Saitama,day,1119
train_09987,19214,Saitama,day,1120
train_07095,13047,Saitama,day,1121
train_15593,7561,Saitama,day,1122
train_02652,10816,Saitama,day,1123
train_03507,6039,Saitama,day,1124
train_07580,1202,Saitama,day,1125
train_05759,17277,Saitama,day,1126
train_17982,2026,Saitama,day,1127
train_15445,1968,Saitama,day,1128
train_14271,3328,Saitama,day,1129
train_07242,9844,Saitama,day,1130
train_12311,16834,Saitama,day,1131
train_09950,10076,Saitama,day,1132
train_17750,17950,Saitama,day,1133
train_01849,3203,Saitama,day,1134
train_04870,17510,Saitama,day,1135
train_20918,15078,Saitama,day,1136
train_05506,17041,Saitama,day,1137
train_04320,13909,Saitama,day,1138
train_06573,3975,Saitama,day,1139
train_10337,13520,Saitama,day,1140
train_16685,15825,Saitama,day,1141
train_04691,11376,Saitama,day,1142
train_01350,9084,Saitama,day,1143
train_14618,19051,Saitama,day,1144
train_21118,13553,Saitama,day,1145
train_08778,8734,Saitama,day,1146
train_03950,15676,Saitama,day,1147
train_15379,17665,Saitama,day,1148
train_14207,10496,Saitama,day,1149
train_07729,17931,Saitama,day,1150
train_16200,10694,Saitama,day,1151
train_11644,6440,Saitama,day,1152
train_04563,8785,Saitama,day,1153
train_07880,21070,Saitama,day,1154
train_06861,6194,Saitama,day,1155
train_05858,1660,Saitama,day,1156
train_13409,4467,Saitama,day,1157
train_21208,17873,Saitama,day,1158
train_00777,14412,Saitama,day,1159
train_00277,5621,Saitama,day,1160
train_18075,19468,Saitama,day,1161
train_09403,13082,Saitama,day,1162
train_04886,13339,Saitama,day,1163
train_15623,8148,Saitama,day,1164
train_19204,16361,Saitama,day,1165
train_09424,18983,Saitama,day,1166
train_02880,13627,Saitama,day,1167
train_02274,4124,Saitama,day,1168
train_13451,8899,Saitama,day,1169
train_16641,19908,Saitama,day,1170
train_20611,6418,Saitama,day,1171
train_02320,8679,Saitama,day,1172
train_14213,15682,Saitama,day,1173
train_01783,19164,Saitama,day,1174
train_20545,1284,Saitama,day,1175
train_04480,9736,Saitama,day,1176
train_04031,17404,Saitama,day,1177
train_19509,9061,Saitama,day,1178
train_02518,1842,Saitama,day,1179
train_04275,12659,Saitama,day,1180
train_16798,15416,Saitama,day,1181
train_11892,19611,Saitama,day,1182
train_14599,19020,Saitama,day,1183
train_17553,19313,Saitama,day,1184
train_07975,18427,Saitama,day,1185
train_00470,13578,Saitama,day,1186
train_10449,14000,Saitama,day,1187
train_00626,12965,Saitama,day,1188
train_02857,15422,Saitama,day,1189
train_16007,13523,Saitama,day,1190
train_17058,19382,Saitama,day,1191
train_07618,9131,Saitama,day,1192
train_13710,9942,Saitama,day,1193
train_11880,3148,Saitama,day,1194
train_19856,18270,Saitama,day,1195
train_06145,17274,Saitama,day,1196
train_13990,5255,Saitama,day,1199
train_18203,18128,Saitama,day,1200
train_04273,13601,Saitama,day,1201
train_16779,14637,Saitama,day,1202
train_11710,1686,Saitama,day,1203
train_03798,1701,Saitama,day,1204
train_07562,1075,Saitama,day,1205
train_12207,2372,Saitama,day,1206
train_17400,19307,Saitama,day,1438
train_10569,16357,Saitama,day,1439
train_03878,15503,Saitama,day,1440
train_00654,12435,Saitama,day,1441
train_04352,14918,Saitama,day,1442
train_16306,3671,Saitama,day,1443
train_10169,6356,Saitama,day,1444
train_18953,6372,Saitama,day,1445
train_21166,16965,Saitama,day,1446
train_16186,5218,Saitama,day,1447
train_13630,16840,Saitama,day,1448
train_11704,19676,Saitama,day,1449
train_00421,2083,Saitama,day,1450
train_13166,12420,Saitama,day,1451
train_06200,20608,Saitama,day,1452
train_12708,15030,Saitama,day,1453
train_14913,9577,Saitama,day,1454
train_08093,17114,Saitama,day,1455
train_09295,5449,Saitama,day,1456
train_11912,10156,Saitama,day,1457
train_04601,15092,Saitama,day,1458
train_03065,13807,Saitama,day,1459
train_08471,2456,Saitama,day,1460
train_02228,5853,Saitama,day,1461
train_18740,1789,Saitama,day,1462
train_08762,15903,Saitama,day,1463
train_06292,14232,Saitama,day,1464
train_12377,1177,Saitama,day,1465
train_12785,12113,Saitama,day,1466
train_06122,3897,Saitama,day,1467
train_11685,1416,Saitama,day,1468
train_03151,12942,Saitama,day,1469
train_09861,16774,Saitama,day,1470
train_12695,8126,Saitama,day,1471
train_04186,8048,Saitama,day,1472
train_14693,1282,Saitama,day,1473
train_06811,8762,Saitama,day,1474
train_17538,6700,Saitama,day,1475
train_06159,9167,Saitama,day,1476
train_16482,11967,Saitama,day,1477
train_04940,14917,Saitama,day,1478
train_10265,15893,Saitama,day,1479
train_04085,494,Saitama,day,1480
train_04332,19622,Saitama,day,1481
train_12101,4580,Saitama,day,1482
train_12195,4512,Saitama,day,1483
train_02653,9869,Saitama,day,1484
train_14884,17917,Saitama,day,1485
train_00686,11245,Saitama,day,1486
train_11357,1078,Saitama,day,1487
train_20147,9458,Saitama,day,1488
train_06540,12061,Saitama,day,1489
train_12455,9924,Saitama,day,1490
train_04077,3369,Saitama,day,1491
train_20386,10110,Saitama,day,1492
train_00746,7739,Saitama,day,1493
train_18237,17015,Saitama,day,1494
train_15135,3497,Saitama,day,1495
train_19997,11420,Saitama,day,1496
train_18915,3469,Saitama,day,1497
train_20981,8510,Saitama,day,1498
train_03690,3085,Saitama,day,1499
train_12023,12424,Saitama,day,1500
train_04282,9050,Saitama,day,1501
train_13159,2895,Saitama,day,1502
train_18672,14098,Saitama,day,1503
train_05023,10321,Saitama,day,1504
train_04289,16711,Saitama,day,1505
train_20903,3819,Saitama,day,1506
train_17384,9477,Saitama,day,1507
train_16765,14971,Saitama,day,1508
train_04404,1015,Saitama,day,1509
train_13317,17492,Saitama,day,1510
train_06561,13776,Saitama,day,1511
train_19828,1552,Saitama,day,1512
train_08108,15754,Saitama,day,1513
train_13326,3322,Saitama,day,1514
train_12589,8226,Saitama,day,1515
train_15158,7512,Saitama,day,1516
train_09448,18903,Saitama,day,1517
train_19001,10103,Saitama,day,1518
train_12034,1350,Saitama,day,1519
train_14041,7763,Saitama,day,1520
train_19870,8364,Saitama,day,1521
train_19176,7894,Saitama,day,1522
train_19598,15658,Saitama,day,1523
train_20346,4951,Saitama,day,1524
train_20318,17202,Saitama,day,1525
train_05649,12182,Saitama,day,1526
train_04032,13686,Saitama,day,1527
train_05015,5989,Saitama,day,1528
train_15571,19495,Saitama,day,1529
train_01842,3348,Saitama,day,1530
train_11539,443,Saitama,day,1531
train_12457,21202,Saitama,day,1532
train_05732,21079,Saitama,day,1533
train_04735,3551,Saitama,day,1534
train_04839,9645,Saitama,day,1535
